P1U1,P1U2,P1U4,P1U8,P1U16,P1U32,P1U64,P1U128,P1U256,P1U512,P1U1024,P1U2048
253.9066251818,242.8341382,239.178891,239.1558866364,216.4236528,255.0964056,259.7686371667,245.261105,245.2765164,274.0414072,285.4330794,196.139471
129.0129263118,62.9020025169,86.7178112249,51.439685554,53.5627643092,37.0726675897,82.6539006965,44.435876108,45.3580470488,69.3186524933,101.6983075826,0
