nan,atlas-net2.bu.edu,gate02.grid.umich.edu,gluskap.phys.uconn.edu,gpce01.fnal.gov,gpce02.fnal.gov,iut2-gk.mwt2.org,mwt2-gk.campuscluster.illinois.edu,osg-ce.clemson.edu,osg-gk.mwt2.org,osg.hyak.washington.edu,osggrid01.hep.wisc.edu,proton.fis.cinvestav.mx,red-gw1.unl.edu,red-gw2.unl.edu,uct2-gk.mwt2.org
26,10,4,59,10,5,8,74,91,20,9,1,4,3,1,3
