P1U1,P1U2,P1U4,P1U8,P1U16,P1U32,P1U64,P1U128,P1U256,P1U512,P1U1024,P1U2048
100,100,84.6153846154,100,83.3333333333,50,100,66.6666666667,66.6666666667,33.3333333333,16.6666666667,0
